,id,year,rel2,cited_by_cnt,in_repo,n_authors,n_author_is_inexact
0,W2091827642,2005.0,0.03882681084304,1.0,0.0,2.0,0.0
1,W2124330397,2005.0,0.4348055113966656,19.0,0.0,3.0,0.0
2,W2014347031,2005.0,0.8093207504609535,100.0,0.0,2.0,0.0
3,W2142838838,2005.0,0.13356861327616,3.0,0.0,2.0,0.0
4,W2062987411,2005.0,0.1108027963998916,3.0,0.0,4.0,0.0
5,W1543514521,2005.0,0.34996270802613155,7.0,0.0,4.0,0.0
6,W2035994609,2005.0,0.30139067888836,18.0,0.0,2.0,0.0
7,W2154638773,2005.0,0.55438910124361,2.0,0.0,4.0,0.0
8,W105826444,2005.0,0.08446544814436,16.0,0.0,2.0,0.0
9,W2501528411,2005.0,0.23171158931449,14.0,0.0,3.0,0.0
10,W2093831409,2005.0,0.20828115271089,11.0,0.0,3.0,0.0
11,W2054482935,2005.0,0.1354732723209636,3.0,0.0,3.0,0.0
12,W2051356580,2005.0,0.09812022479259042,1.0,0.0,2.0,0.0
13,W69768687,2005.0,0.21112289963645442,1.0,0.0,2.0,0.0
14,W2136825531,2005.0,0.1373650921463209,183.0,0.0,5.0,0.0
15,W2154673505,2005.0,0.012046940615205134,38.0,0.0,3.0,0.0
16,W2141078228,2005.0,0.07883581357766561,22.0,0.0,2.0,0.0
17,W2171425503,2005.0,0.17095475335556248,13.0,0.0,3.0,0.0
18,W2162535439,2005.0,0.16402022103481,20.0,0.0,2.0,0.0
19,W2085327628,2005.0,0.08558670195920251,6.0,0.0,2.0,0.0
20,W2017355309,2005.0,0.1529977592445184,75.0,0.0,4.0,0.0
21,W2142150354,2005.0,0.093910376704,72.0,0.0,3.0,0.0
22,W2109549780,2005.0,0.16967058953881,68.0,0.0,2.0,0.0
23,W2124864581,2005.0,0.30288861172904885,19.0,0.0,3.0,0.0
24,W2100060272,2005.0,0.1783212936347236,7.0,0.0,3.0,0.0
25,W2096462573,2005.0,0.15669767376932492,54.0,0.0,2.0,0.0
26,W1996095490,2005.0,0.18166578999529,4.0,0.0,2.0,0.0
27,W2167235004,2005.0,0.1449684759975076,0.0,0.0,4.0,0.0
28,W2132860477,2005.0,0.28311636273423996,98.0,0.0,2.0,0.0
29,W2170445418,2005.0,0.19437385176225,33.0,0.0,2.0,0.0
30,W2147237785,2005.0,0.1863485461963449,12.0,0.0,2.0,0.0
31,W1492140930,2005.0,0.1939301670475009,10.0,0.0,3.0,0.0
32,W2158945669,2005.0,0.16840558875624997,9.0,0.0,5.0,0.0
33,W2173997038,2005.0,0.1634247084375684,8.0,0.0,2.0,0.0
34,W2112459561,2005.0,0.1537953323695504,6.0,0.0,3.0,0.0
35,W1967840755,2005.0,0.04861133779844411,33.0,0.0,2.0,0.0
36,W2029413652,2005.0,0.27520085829681,27.0,0.0,5.0,0.0
37,W2110678770,2005.0,0.0530187419588401,3.0,0.0,3.0,0.0
38,W1970585012,2005.0,0.1120146248839396,302.0,0.0,2.0,0.0
39,W2020591986,2005.0,0.07670436005847041,86.0,0.0,2.0,0.0
40,W1990586052,2005.0,0.07254254885081758,46.0,0.0,4.0,0.0
41,W49315792,2005.0,0.19722916220401002,38.0,0.0,3.0,0.0
42,W2097831214,2005.0,0.7793595875009025,34.0,0.0,4.0,0.0
43,W2167843805,2005.0,0.35834039711716004,27.0,0.0,4.0,0.0
44,W1568589428,2005.0,0.43282306787041,41.0,0.0,4.0,0.0
45,W1545673942,2005.0,0.5129282593380101,9.0,0.0,3.0,0.0
46,W1559212912,2005.0,0.6445735016062225,7.0,0.0,3.0,0.0
47,W2160345709,2005.0,0.4708657326797649,12.0,0.0,4.0,0.0
48,W2136594730,2005.0,0.6219818510662277,104.0,0.0,12.0,0.0
49,W2124064924,2005.0,0.1738682923965289,85.0,0.0,4.0,0.0
50,W2160509387,2005.0,0.34616760727201007,93.0,0.0,4.0,0.0
51,W1969251193,2005.0,0.67861398266809,54.0,0.0,3.0,0.0
52,W2126852197,2005.0,0.29469459102083995,76.0,0.0,3.0,0.0
53,W2089613761,2005.0,0.10689436042582091,33.0,0.0,2.0,0.0
54,W2030176499,2005.0,0.0,15.0,0.0,9.0,0.0
55,W2126859943,2005.0,0.0,1.0,0.0,23.0,0.0
56,W2157203220,2005.0,0.26608254905761003,4.0,0.0,9.0,0.0
57,W1963509575,2005.0,0.0,11.0,0.0,2.0,0.0
58,W2117011408,2005.0,0.56834214089409,13.0,0.0,5.0,0.0
59,W2006280534,2005.0,0.31857411312169,1.0,0.0,3.0,0.0
60,W2124545674,2005.0,0.43440981769115294,72.0,0.0,2.0,0.0
61,W2107049094,2005.0,0.20835436222224998,11.0,0.0,5.0,0.0
62,W1977116206,2005.0,0.6010392934172176,99.0,0.0,5.0,0.0
63,W2029606034,2005.0,0.33216197459150254,50.0,0.0,5.0,0.0
64,W2134235908,2005.0,0.45355254706160997,10.0,0.0,4.0,0.0
65,W2156430696,2005.0,0.6149531091750916,0.0,0.0,3.0,0.0
66,W2102574616,2005.0,0.7061985932998129,139.0,0.0,2.0,0.0
67,W1529790017,2005.0,0.55695279407329,3.0,0.0,3.0,0.0
68,W2160458237,2005.0,0.6571047033380024,6.0,0.0,3.0,0.0
69,W1969999211,2005.0,0.0,50.0,0.0,2.0,0.0
70,W2019306084,2005.0,0.27865940592399996,25.0,0.0,4.0,0.0
71,W1996540180,2005.0,0.0,97.0,0.0,4.0,0.0
72,W1999867351,2005.0,0.4850915781002257,80.0,0.0,3.0,0.0
73,W1966395945,2005.0,0.029788785488718397,44.0,0.0,7.0,0.0
74,W2000444555,2005.0,0.0,263.0,0.0,2.0,0.0
75,W1976698879,2005.0,0.24661010993013158,176.0,0.0,3.0,0.0
76,W2161389599,2005.0,0.36000024000004,54.0,0.0,4.0,0.0
77,W2154571828,2005.0,0.026508434415092104,64.0,0.0,4.0,0.0
78,W2097326679,2005.0,0.6372052976019601,13.0,0.0,5.0,0.0
79,W51588499,2005.0,0.14367374746624,3.0,0.0,4.0,0.0
80,W93779922,2005.0,0.0,0.0,0.0,2.0,0.0
81,W2007068180,2005.0,0.21462257670453758,15.0,0.0,3.0,0.0
82,W2143837219,2005.0,0.30304293940408966,45.0,0.0,5.0,0.0
83,W2008476762,2005.0,0.11759193172224001,71.0,0.0,5.0,0.0
84,W2131593522,2005.0,0.46543831868416,2.0,0.0,3.0,0.0
85,W2419318350,2005.0,0.48887224963599996,5.0,0.0,3.0,0.0
86,W1997897627,2005.0,0.50494070622724,3.0,0.0,2.0,0.0
87,W2120922955,2005.0,0.0,15.0,0.0,7.0,0.0
88,W2095655627,2005.0,0.1365280551788209,58.0,1.0,2.0,0.0
89,W91204802,2005.0,0.18801374697447043,7.0,0.0,3.0,0.0
90,W252857243,2005.0,0.26189973052996,4.0,0.0,4.0,0.0
91,W2018011748,2005.0,0.13891167069727361,0.0,0.0,3.0,0.0
92,W121307376,2005.0,0.6143192397390399,7.0,0.0,2.0,0.0
93,W2165039560,2005.0,0.4339708772649156,13.0,0.0,2.0,0.0
94,W1969573741,2005.0,0.1105834302203569,41.0,1.0,2.0,0.0
95,W2036053217,2005.0,0.2057959181620225,26.0,0.0,5.0,0.0
96,W2166162409,2005.0,0.276838031716,10.0,0.0,4.0,0.0
97,W2137369756,2005.0,0.08191759515625,10.0,0.0,4.0,0.0
98,W2115153119,2005.0,0.29617127234244006,6.0,0.0,4.0,0.0
99,W2146891545,2005.0,0.048159035465788896,6.0,0.0,3.0,0.0
100,W62490592,2005.0,0.2986680757184089,6.0,0.0,4.0,0.0
101,W60036696,2005.0,0.30107553091225003,4.0,0.0,2.0,0.0
102,W2008591072,2005.0,0.6297075250016769,3.0,0.0,2.0,0.0
103,W2172122122,2005.0,0.36318786621049,3.0,0.0,5.0,0.0
104,W2611891495,2005.0,0.3183454948228996,0.0,0.0,1.0,0.0
105,W68121886,2005.0,0.2496472645101796,0.0,0.0,1.0,0.0
106,W2125802815,2005.0,0.21891188155204003,225.0,0.0,3.0,0.0
107,W2100614349,2005.0,0.24144856511570562,17.0,0.0,3.0,0.0
108,W2164299397,2005.0,0.13712808892561,10.0,0.0,2.0,0.0
109,W1985816708,2005.0,0.27004859424399996,14.0,0.0,2.0,0.0
