,id,year,rel2,cited_by_cnt,in_repo,n_authors,n_author_is_inexact
0,W1625721207,1986.0,0.32891104754882894,6.0,0.0,2.0,0.0
1,W2126762041,1986.0,0.16893489208561002,183.0,0.0,1.0,0.0
2,W2049498800,1986.0,0.23269490231716,89.0,0.0,1.0,0.0
3,W2149235111,1986.0,0.2327638208833609,68.0,0.0,1.0,0.0
4,W2002853461,1986.0,0.0,3.0,0.0,1.0,0.0
5,W2140407107,1986.0,0.2665287242016399,100.0,0.0,2.0,0.0
6,W2042163945,1986.0,0.16727717996180888,153.0,0.0,2.0,0.0
7,W2089575296,1986.0,0.11906285640961961,100.0,0.0,2.0,0.0
8,W2086920040,1986.0,0.23406853591969,319.0,0.0,3.0,0.0
9,W2007484705,1986.0,0.2485762927345476,0.0,0.0,3.0,0.0
10,W2121394301,1986.0,0.49473329577984004,0.0,0.0,3.0,0.0
11,W2132895681,1986.0,0.19524501404254438,0.0,0.0,3.0,0.0
12,W2289011297,1986.0,0.15072408582400001,16.0,0.0,3.0,0.0
13,W2042856298,1986.0,0.11103068344852889,20.0,0.0,2.0,0.0
14,W1974001004,1986.0,0.0067921811277961,1.0,0.0,2.0,0.0
15,W2089667489,1986.0,0.049011637019918404,142.0,0.0,2.0,0.0
16,W2070697620,1986.0,0.26913216962024994,3.0,0.0,5.0,0.0
17,W2063218851,1986.0,0.35985169527696,0.0,0.0,4.0,0.0
18,W2512141520,1986.0,0.20554831030540957,3.0,0.0,2.0,0.0
19,W2335663926,1986.0,0.29265297687081,0.0,0.0,2.0,0.0
20,W2129343719,1986.0,0.0,5.0,0.0,1.0,0.0
21,W1990757891,1986.0,0.0,2.0,0.0,1.0,0.0
22,W2079091978,1986.0,0.1052244215162596,28.0,0.0,2.0,0.0
23,W1970891607,1986.0,0.0607587891892804,4.0,0.0,2.0,0.0
24,W2073663581,1986.0,0.028308432651209997,4.0,0.0,2.0,0.0
25,W1987283635,1986.0,0.3423284709198649,80.0,0.0,1.0,0.0
26,W2014011926,1986.0,0.0414875507091049,36.0,0.0,1.0,0.0
27,W2111749847,1986.0,0.4988267204607556,132.0,0.0,2.0,0.0
28,W2154834860,1986.0,0.4036175763057216,1784.0,0.0,3.0,0.0
29,W2156504988,1986.0,0.6351290793540196,5.0,0.0,3.0,0.0
30,W2014604517,1986.0,0.4363312566390626,1.0,0.0,2.0,0.0
31,W2027769326,1986.0,0.0791392207309636,34.0,0.0,3.0,0.0
32,W2132196601,1986.0,0.0,73.0,0.0,12.0,0.0
33,W2086647170,1986.0,0.0,0.0,0.0,5.0,0.0
34,W1993343052,1986.0,0.0,71.0,0.0,10.0,0.0
35,W2137413174,1986.0,0.0,94.0,0.0,13.0,0.0
36,W2151136257,1986.0,0.0,40.0,0.0,14.0,0.0
37,W2095337707,1986.0,0.0,3.0,0.0,7.0,0.0
38,W2157237471,1986.0,0.0,61.0,0.0,11.0,0.0
