,id,year,rel2,cited_by_cnt,in_repo,n_authors,n_author_is_inexact
0,W2021154117,1980.0,0.0,41.0,0.0,1.0,0.0
1,W2114046864,1980.0,0.0,2.0,0.0,1.0,0.0
2,W2024205616,1980.0,0.0405497802424576,6.0,0.0,1.0,0.0
3,W2076329980,1980.0,0.06151709509696,10.0,0.0,1.0,0.0
4,W2039513517,1980.0,0.1881943696890625,1.0,0.0,1.0,0.0
5,W2132897014,1980.0,0.15113338902708842,62.0,0.0,1.0,0.0
6,W2010567036,1980.0,0.12422338507342438,33.0,0.0,1.0,0.0
7,W1677161726,1980.0,0.0,11.0,0.0,6.0,0.0
8,W1986260126,1980.0,0.06478100561647689,5.0,0.0,1.0,0.0
9,W2061174494,1980.0,0.22675577324544002,11.0,0.0,2.0,0.0
10,W1516458943,1980.0,0.19287186991524,387.0,0.0,1.0,0.0
11,W2789907737,1980.0,0.1973454726557889,5.0,0.0,3.0,0.0
12,W1994442710,1980.0,0.22899052065261158,19.0,0.0,2.0,0.0
13,W2328223608,1980.0,0.25695039795756247,45.0,0.0,2.0,0.0
14,W2042720973,1980.0,0.26236748441123997,2.0,0.0,1.0,0.0
15,W2014582086,1980.0,0.018364204102868098,28.0,0.0,1.0,0.0
16,W2141694281,1980.0,0.37750080319168355,31.0,0.0,1.0,0.0
17,W1984153831,1980.0,0.2071793010404209,536.0,0.0,1.0,0.0
18,W2030926579,1980.0,0.3636955356480625,291.0,0.0,1.0,0.0
19,W2126924915,1980.0,0.3781325096550401,1998.0,0.0,3.0,0.0
20,W1983409972,1980.0,0.5051324989510276,164.0,0.0,1.0,0.0
21,W2078640619,1980.0,0.0,95.0,0.0,1.0,0.0
22,W2130631302,1980.0,0.0,124.0,0.0,3.0,0.0
23,W2029619862,1980.0,0.0,78.0,0.0,3.0,0.0
24,W2093368642,1980.0,0.2833849812695056,5.0,0.0,1.0,0.0
25,W2001351134,1980.0,0.3653732576808769,4.0,0.0,1.0,0.0
26,W2725589965,1980.0,0.1617218235481104,3.0,0.0,5.0,0.0
27,W2728457700,1980.0,0.2540437711590025,0.0,0.0,2.0,0.0
28,W1965407751,1980.0,0.32740076669130247,32.0,0.0,2.0,0.0
29,W2061163059,1980.0,0.0,5.0,0.0,3.0,0.0
30,W330944140,1980.0,0.141137716489,0.0,0.0,1.0,0.0
31,W1970677594,1980.0,0.30949483527076,25.0,0.0,1.0,0.0
32,W2147375925,1980.0,0.24435147148864,26.0,0.0,2.0,0.0
33,W2051513351,1980.0,0.0,10.0,0.0,1.0,0.0
34,W2153038621,1980.0,0.0658497031472809,8.0,0.0,1.0,0.0
35,W2140797375,1980.0,0.19925442590297762,1.0,0.0,1.0,0.0
