,id,year,rel2,cited_by_cnt,in_repo,n_authors,n_author_is_inexact
0,W1980751079,2006.0,0.1344047618175025,3.0,0.0,4.0,0.0
1,W1597743726,2006.0,0.2113798460932096,1.0,0.0,2.0,0.0
2,W2121612288,2006.0,0.0,8.0,0.0,7.0,0.0
3,W2068614372,2006.0,0.21501782911002248,9.0,0.0,3.0,0.0
4,W2108792238,2006.0,0.29259866559121,47.0,0.0,3.0,0.0
5,W2096016361,2006.0,0.20886408127224998,0.0,0.0,2.0,0.0
6,W2013091328,2006.0,0.012484661061648401,0.0,0.0,3.0,0.0
7,W2007747844,2006.0,0.67585235608576,3.0,0.0,4.0,0.0
8,W2098793430,2006.0,0.35549863171744356,5.0,0.0,4.0,0.0
9,W2136860609,2006.0,0.43260724012232254,156.0,0.0,3.0,0.0
10,W2156928353,2006.0,0.49059513859950094,36.0,0.0,3.0,0.0
11,W2131032422,2006.0,0.06857634731713959,24.0,0.0,2.0,0.0
12,W2144391417,2006.0,0.2174783398892329,22.0,0.0,2.0,0.0
13,W2112110273,2006.0,0.13898943603763692,13.0,0.0,4.0,0.0
14,W2158358291,2006.0,0.34852599224881,4.0,0.0,2.0,0.0
15,W1971872439,2006.0,0.10209276200337641,25.0,0.0,2.0,0.0
16,W2171676780,2006.0,0.17519945525035557,42.0,0.0,4.0,0.0
17,W2537677282,2006.0,0.16897191851656362,23.0,0.0,3.0,0.0
18,W1995862197,2006.0,0.079311514129,0.0,0.0,3.0,0.0
19,W2107046380,2006.0,0.20345014392807037,39.0,0.0,4.0,0.0
20,W2164808624,2006.0,0.1422075927418084,33.0,0.0,4.0,0.0
21,W2166087443,2006.0,0.1126903139306884,24.0,0.0,3.0,0.0
22,W2160370803,2006.0,0.21136197097744003,17.0,0.0,3.0,0.0
23,W2101326840,2006.0,0.10481592730829441,12.0,0.0,3.0,0.0
24,W2113337367,2006.0,0.1907394168028176,7.0,0.0,3.0,0.0
25,W2154322499,2006.0,0.036607689319449604,7.0,0.0,2.0,0.0
26,W2151493217,2006.0,0.21204496167556,4.0,0.0,3.0,0.0
27,W1975432912,2006.0,0.20581156929315997,2.0,0.0,3.0,0.0
28,W2160470440,2006.0,0.1422114618574225,2.0,0.0,3.0,0.0
29,W2150097830,2006.0,0.27176439760747284,2.0,0.0,4.0,0.0
30,W2031130292,2006.0,0.24862122627726238,113.0,0.0,2.0,0.0
31,W175097385,2006.0,0.57125812818244,19.0,0.0,3.0,0.0
32,W2143353855,2006.0,0.6107392803036099,9.0,0.0,3.0,0.0
33,W2029296452,2006.0,0.323160380675681,58.0,0.0,8.0,0.0
34,W2160302788,2006.0,0.6346571973890626,26.0,0.0,3.0,0.0
35,W2109767176,2006.0,0.5125670050626224,13.0,0.0,4.0,0.0
36,W2034506583,2006.0,0.36546341257449,10.0,0.0,4.0,0.0
37,W2121058996,2006.0,0.5506301438664849,10.0,0.0,2.0,0.0
38,W2532102969,2006.0,0.43829277751718554,1.0,0.0,2.0,0.0
39,W2091197428,2006.0,0.24745759689120997,22.0,0.0,2.0,0.0
40,W2071881101,2006.0,0.14712770932729,20.0,0.0,6.0,0.0
41,W2024084391,2006.0,0.2231125008465796,221.0,0.0,3.0,0.0
42,W2163974073,2006.0,0.0,560.0,0.0,5.0,0.0
43,W2114924842,2006.0,0.15703539732468638,258.0,0.0,5.0,0.0
44,W2139190892,2006.0,0.1344170876140096,9.0,0.0,4.0,0.0
45,W2072006204,2006.0,0.0342878511286441,7.0,0.0,8.0,0.0
46,W2057237359,2006.0,0.0,0.0,0.0,7.0,0.0
47,W1980599509,2006.0,0.0,8.0,0.0,3.0,0.0
48,W1974795630,2006.0,0.12053615353124889,0.0,0.0,2.0,0.0
49,W2328978622,2006.0,0.29936491530625,0.0,0.0,1.0,0.0
50,W2156217795,2006.0,0.0,18.0,0.0,4.0,0.0
51,W2095629086,2006.0,0.0,105.0,0.0,3.0,0.0
52,W3099622868,2006.0,0.0,9.0,1.0,2.0,0.0
53,W2949874554,2006.0,0.0,22.0,0.0,3.0,0.0
54,W2063369760,2006.0,0.0,16.0,1.0,2.0,0.0
55,W3099871805,2006.0,0.002648508712304896,9.0,1.0,2.0,0.0
56,W2097373771,2006.0,0.3502141021632099,15.0,0.0,3.0,0.0
57,W2141307474,2006.0,0.48713643594256,11.0,0.0,3.0,0.0
58,W2117415790,2006.0,0.27838497488400005,4.0,0.0,4.0,0.0
59,W2136622531,2006.0,0.21680377238448642,67.0,0.0,8.0,0.0
60,W1967138585,2006.0,0.15403186101534488,8.0,0.0,6.0,0.0
61,W2039326022,2006.0,0.2014072043155396,0.0,0.0,4.0,0.0
62,W2019238673,2006.0,0.11866932960122249,86.0,0.0,3.0,0.0
63,W2123416347,2006.0,0.15683207801208998,5.0,0.0,2.0,0.0
64,W2140262267,2006.0,0.16230085280964,88.0,0.0,3.0,0.0
