,id,year,rel2,cited_by_cnt,in_repo,n_authors,n_author_is_inexact
0,W2107248030,2010.0,0.20743622370578887,264.0,0.0,5.0,0.0
1,W2145486573,2010.0,0.22944334710600253,84.0,0.0,4.0,0.0
2,W1997772703,2010.0,0.41283341534689966,4.0,0.0,3.0,0.0
3,W1789436458,2010.0,0.1271017901190244,1.0,0.0,3.0,0.0
4,W1996161237,2010.0,0.30149181143929005,25.0,0.0,3.0,0.0
5,W2141094626,2010.0,0.5155304189399809,7.0,0.0,3.0,0.0
6,W1974025086,2010.0,0.34463563946169756,29.0,0.0,3.0,0.0
7,W2125085015,2010.0,0.7183539870246756,9.0,1.0,7.0,0.0
8,W2068839177,2010.0,0.6812849949200099,3.0,0.0,3.0,0.0
9,W2042576361,2010.0,0.63209527995364,9.0,0.0,5.0,0.0
10,W2151003347,2010.0,0.21614956498045437,71.0,0.0,3.0,0.0
11,W1999396918,2010.0,0.3170870946177169,0.0,0.0,3.0,0.0
12,W2087495730,2010.0,0.36321643241536006,1.0,0.0,5.0,0.0
13,W2119247897,2010.0,0.66209076514816,37.0,0.0,2.0,0.0
14,W2541466141,2010.0,0.50324963692081,0.0,0.0,5.0,0.0
15,W2043031969,2010.0,0.1951195179352225,11.0,0.0,6.0,0.0
16,W2128345858,2010.0,0.6161851226451599,19.0,0.0,4.0,0.0
17,W2097473893,2010.0,0.5118620345277156,23.0,0.0,4.0,0.0
18,W2053273818,2010.0,0.52130551582201,133.0,0.0,6.0,0.0
19,W2131038643,2010.0,0.5722448184328225,28.0,0.0,8.0,0.0
20,W2137801357,2010.0,0.4450803161635601,1.0,0.0,6.0,0.0
21,W2135352174,2010.0,0.53177814305344,8.0,0.0,4.0,0.0
22,W2104905467,2010.0,0.6190441690009599,38.0,0.0,4.0,0.0
23,W1966059357,2010.0,0.5165721804177936,2.0,0.0,4.0,0.0
24,W2156237941,2010.0,0.51492306562596,0.0,0.0,6.0,0.0
25,W2054545306,2010.0,0.67950610022656,3.0,0.0,5.0,0.0
26,W2169064059,2010.0,0.04234298023080999,106.0,0.0,3.0,0.0
27,W2006541822,2010.0,0.16695248904324003,6.0,0.0,3.0,0.0
28,W1987927358,2010.0,0.028778520127828902,3.0,0.0,2.0,0.0
