,id,year,rel2,cited_by_cnt,in_repo,n_authors,n_author_is_inexact
0,W2288397920,2017.0,0.78139217650321,25.0,0.0,3.0,0.0
1,W2556705885,2017.0,0.23409943280953288,2.0,0.0,4.0,0.0
2,W2735826671,2017.0,0.50993781026049,0.0,0.0,2.0,0.0
3,W2611940230,2017.0,0.49248440315362896,3.0,0.0,5.0,0.0
4,W2610610929,2017.0,0.594534248396621,0.0,0.0,6.0,0.0
5,W2729200806,2017.0,0.73978990018816,23.0,0.0,6.0,0.0
6,W2593021276,2017.0,0.6693076536000625,28.0,0.0,2.0,0.0
7,W2592939348,2017.0,0.45104978368576004,1.0,0.0,6.0,0.0
8,W2615339121,2017.0,0.7516570427196648,7.0,0.0,4.0,0.0
9,W2611750404,2017.0,0.6548253556838399,9.0,0.0,5.0,0.0
10,W2748181679,2017.0,0.5245371934003601,28.0,0.0,5.0,0.0
11,W2568063420,2017.0,0.67594723003201,1.0,0.0,3.0,0.0
12,W2602708956,2017.0,0.0,2.0,0.0,5.0,0.0
13,W2588121902,2017.0,0.0,5.0,0.0,5.0,0.0
14,W2600647071,2017.0,0.0,1.0,0.0,6.0,0.0
15,W2798820748,2017.0,0.56933196977281,4.0,0.0,4.0,0.0
16,W2798966590,2017.0,0.5237894552889999,4.0,0.0,4.0,0.0
17,W2626656670,2017.0,0.0,3.0,0.0,6.0,0.0
18,W2805478458,2017.0,0.5320802335068899,1.0,0.0,3.0,0.0
19,W2784657263,2017.0,0.46108608670224,18.0,0.0,2.0,0.0
20,W2329378951,2017.0,0.71817268893049,11.0,0.0,5.0,0.0
21,W2562537122,2017.0,0.6890720531412496,6.0,0.0,4.0,0.0
22,W3122282375,2017.0,0.68581867527889,135.0,1.0,4.0,0.0
23,W2580589488,2017.0,0.6479874875428899,41.0,0.0,5.0,0.0
24,W2478516474,2017.0,0.7234851455884901,14.0,0.0,6.0,0.0
25,W2329456586,2017.0,0.63668845484176,10.0,0.0,4.0,0.0
26,W2271422951,2017.0,0.33694843935076,6.0,0.0,7.0,0.0
27,W2567456183,2017.0,0.62530011238464,6.0,0.0,7.0,0.0
28,W2593133890,2017.0,0.7994850878044899,101.0,0.0,6.0,0.0
29,W2607059137,2017.0,0.24787284414489,35.0,0.0,7.0,0.0
30,W2606654401,2017.0,0.2364476789284996,9.0,0.0,4.0,0.0
31,W2763801300,2017.0,0.6935904849126401,46.0,0.0,5.0,0.0
32,W2614860240,2017.0,0.6170567524761601,4.0,0.0,7.0,0.0
33,W2537002617,2017.0,0.62451007734025,15.0,0.0,6.0,0.0
34,W2735146101,2017.0,0.397951535556,0.0,0.0,5.0,0.0
35,W2734426755,2017.0,0.41895897071616,30.0,0.0,5.0,0.0
36,W2735579742,2017.0,0.43595832165795995,27.0,0.0,2.0,0.0
37,W2735800148,2017.0,0.5032189345181476,17.0,0.0,6.0,0.0
38,W2735819193,2017.0,0.6464087640202499,9.0,0.0,4.0,0.0
39,W1501603389,2017.0,0.6964894588931136,23.0,0.0,7.0,0.0
40,W2594790522,2017.0,0.6874457782522501,4.0,0.0,7.0,0.0
41,W2550861680,2017.0,0.6338767008907876,74.0,0.0,6.0,0.0
42,W2546627404,2017.0,0.6443318493440656,33.0,0.0,4.0,0.0
43,W2589853940,2017.0,0.81890174363761,1.0,0.0,8.0,0.0
44,W2465212400,2017.0,0.54818223868489,0.0,0.0,5.0,0.0
45,W3100906419,2017.0,0.2466861251595049,13.0,0.0,6.0,0.0
46,W2787728622,2017.0,0.45460672457209006,7.0,0.0,5.0,0.0
47,W2963269451,2017.0,0.515858110796717,32.0,1.0,5.0,0.0
48,W2609825896,2017.0,0.6790567544010001,177.0,1.0,4.0,0.0
49,W2746441252,2017.0,0.5803345930293026,53.0,0.0,3.0,0.0
50,W2737258237,2017.0,0.72528012930244,1171.0,0.0,6.0,0.0
51,W2963346996,2017.0,0.6289028617132817,78.0,1.0,6.0,0.0
52,W2776622059,2017.0,0.53665279784281,318.0,0.0,5.0,0.0
53,W2962968835,2017.0,0.61107443265625,298.0,1.0,4.0,0.0
54,W2777795072,2017.0,0.54509885052561,207.0,0.0,4.0,0.0
55,W2964318046,2017.0,0.66027618044644,170.0,1.0,5.0,0.0
56,W2559545830,2017.0,0.62481215104036,103.0,1.0,10.0,0.0
57,W2604254608,2017.0,0.6629603476330129,34.0,1.0,5.0,0.0
58,W2782766957,2017.0,0.3933248239396996,9.0,0.0,2.0,0.0
59,W2625143318,2017.0,0.0,1.0,0.0,2.0,0.0
60,W2606887410,2017.0,0.1628825230711849,38.0,0.0,3.0,0.0
61,W2608634483,2017.0,0.35203681026361,96.0,0.0,3.0,0.0
62,W2607618196,2017.0,0.1341983429480464,13.0,0.0,2.0,0.0
63,W2592428685,2017.0,0.13188758246689003,69.0,0.0,2.0,0.0
64,W2734406097,2017.0,0.07830411813341291,2.0,0.0,3.0,0.0
65,W2594184727,2017.0,0.17943760387257762,2.0,0.0,3.0,0.0
66,W2896329540,2017.0,0.0,6.0,0.0,2.0,0.0
67,W2765488537,2017.0,0.09534222911863689,4.0,0.0,3.0,0.0
68,W2611737215,2017.0,0.12594826068561,1.0,0.0,2.0,0.0
69,W2766421385,2017.0,0.24591397346017962,0.0,0.0,4.0,0.0
